,propertName,links,rating,society,price,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features,propertyId
,"3 BHK Flatin Sector 83, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-palm-gardens-sector-83-gurgaon-1720-sq-ft-spid-I80007673,4,  Emaar Palm Gardens,2.35 Crore,1720,1096,3 Bedrooms,3 Bathrooms,Servant Room,"Emaar Palm Gardens Sector 83, Gurgaon",11st   of 16 Floors,North-East,1 to 5 Year Old,"['Millennium City Centre Gurugram', 'Entertainland Mall', 'NH 48', 'Gurgaon World School', 'DPG Degree College', 'Gurugram University', 'Park Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Unitech Business Park', 'Tau Devi Lal Athletic Stadium']","Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in emaar palm gardens that is situated in sector 83 gurgaon. The flat is north-East-Facing. The flat occupies a super built up area of 1720 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The property is located o...","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '2 Geyser', '8 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",I80007673
,"3 BHK Flatin Sector 83, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-palm-gardens-sector-83-gurgaon-1720-sq-ft-spid-Q79965415,4,  Emaar Palm Gardens,2.35 Crore,1720,1248,3 Bedrooms,2 Bathrooms,"Study Room,Servant Room","Emaar Palm Gardens Sector 83, Gurgaon",9th   of 16 Floors,North-East,5 to 10 Year Old,"['Millennium City Centre Gurugram', 'Entertainland Mall', 'NH 48', 'Gurgaon World School', 'DPG Degree College', 'Gurugram University', 'Park Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Unitech Business Park', 'Tau Devi Lal Athletic Stadium']","Located in the popular residential address of sector 83 gurgaon, emaar palm gardens is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This property faces the north-East direction. The floor plan additionally contains 3 ...","['3 Wardrobe', '3 Fan', '9 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",Q79965415
,"3 BHK Flatin Sector 106, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-1855-sq-ft-spid-R79009733,3.4,  Godrej Meridien,2.8 Crore,1855,1610,3 Bedrooms,4 Bathrooms,Study Room,"Godrej Meridien Sector 106, Gurgaon",10th   of 34 Floors,East,0 to 1 Year Old,"['Huda metro station', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Delhi Ajmer Expressway', 'Euro International School, Sector- 109', 'The NorthCap University', 'Dev Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Infinity Business Park', 'Hamoni Golf Camp', 'Tau DeviLal Sports Complex']","Situated in sector 106 gurgaon, godrej meridien is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is east-Facing direction. Constructed on a super built up area of ...","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '15 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Power Back-up', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",R79009733
,"4 BHK Flatin Sector 66, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-palm-terraces-select-sector-66-gurgaon-2410-sq-ft-spid-S79364071,3.7,  Emaar Mgf Palm Terraces Select,4.5 Crore,2410,2300,4 Bedrooms,4 Bathrooms,Servant Room,"Emaar Mgf Palm Terraces Select Sector 66, Gurgaon",8th   of 12 Floors,North-East,5 to 10 Year Old,"['Sector 55/56 Metro Station', 'Omaxe Gurgaon Mall', 'Golf Course Ext Rd', 'Badshahpur Sohna Rd Hwy', 'DPS International Edge', 'Sushant University', 'Park Hospital', 'Indira Gandhi Intl Airport']","Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in emaar mgf palm terraces select that is situated in sector 66 gurgaon. The flat is facing the north-East direction. Containing 4 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area o...","['3 Wardrobe', '8 Fan', '1 Exhaust Fan', '5 Geyser', '14 Light', '7 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",S79364071
,"3 BHK Flatin Sector 82A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-primus-sector-82a-gurgaon-1818-sq-ft-spid-F78887593,4.2,  DLF The Primus,2.9 Crore,1818,1700,3 Bedrooms,3 Bathrooms,Others,"DLF The Primus Sector 82A, Gurgaon",31st   of 32 Floors,East,1 to 5 Year Old,"['Sapphire 83', 'NH 48', 'Cambridge Montessori', 'Miracles Apollo Hospital', 'IGI Airport', 'Garhi Harsaru Junction', 'Hyatt Regency']","Located in the popular residential address of sector 82a gurgaon, dlf the primus is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This property faces the east direction. Constructed on a super built up area of 1818 sq....","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",,F78887593
,"4 BHK Flatin Sector 104, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-summit-sector-104-gurgaon-2324-sq-ft-spid-S78809799,3.5,  Godrej Summit,2.05 Crore,2324,1854,4 Bedrooms,5 Bathrooms,Servant Room,"Godrej Summit Sector 104, Gurgaon",7th   of 17 Floors,North-East,1 to 5 Year Old,"['MG Road Metro Station', 'The Esplanade Mall', 'Dhanwapur Road', 'Dwarka Expy', 'Blue Bells Model School', 'The NorthCap University', 'Aryan Hospital', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station', 'Oswal buildings, Udyog Vihar', 'Altrade Business Centre', 'Country Inn & Suites by Radisson', 'Appu Ghar', 'Hamoni Golf Camp', 'Nehru Stadium']","This 4 bhk apartment is available for sale in godrej summit, one of the most prominent projects for flats in sector 104 gurgaon. This is a north-East-Facing property. The flat occupies a super built up area of 2324 sq.Ft. That consists of 4 bedrooms, 5 bathrooms and more than 3 balconies. The proper...","['4 Wardrobe', '6 Fan', '3 Geyser', '6 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",S78809799
,"4 BHK Flatin Sector 51, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-abhinandan-cghs-sector-51-gurgaon-2450-sq-ft-spid-C77898997,,  Abhandan CGHS,3 Crore,2450,,4 Bedrooms,4 Bathrooms,Pooja Room,"Abhinandan CGHS Sector 51, Gurgaon",2nd   of 12 Floors,South-West,5 to 10 Year Old,"['Hong Kong Bazaar Mall', 'Radhakrishna Shani Mandir', 'Standard chartered ATM', 'Hdfc bank ATM', 'Hdfc ATM', 'Axis bank ATM', 'State bank of india ATM', 'Standard chartered ATM', 'State bank ATM', 'Anand Hospital Gurgaon', 'Vatsalya Clinic', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Arihant Hospital', 'Meher Clinic', 'Sukhmani Hospital Pvt. Ltd', 'Bones Clinic - Orthopaedics', 'Dispencery', 'Gupta', 'Park Hospital Gurgaon', 'Paras Hospital Gurgaon', 'Vishesh Dental', 'Wembley estate club', 'Pernod Ricard Charitable Dispensary', 'Unitech', 'Bharat petroleum', 'Heera Fuel Station', 'HCG CNG Station', '222', 'Hdfc bank and atm', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank', 'Madison and Pike', 'Raj Restaurant', 'Pizza Hut', 'Haldiram', 'India', 'Amity Global School', 'Gurugram University', 'St. Angels Sr', 'Manav Rachna School', 'Kamla International', 'St. Angels Jr', 'Delhi Public School Primary Section', 'School of Inspired Leadership SOIL', 'Stones2milestones', 'Unitech Business Park', 'Dawnbit', 'Manav Rachna Swimming Pool']","Step into luxury - Own this stunning home!This apartments is a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences.
Big balconies offering views of the city & surrounds. Ideal choice of accommodation for those seeking to reside in a calm and a...","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",,C77898997
,"4 BHK Flatin Sector 56, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-cdot-apartment-sector-56-gurgaon-2100-sq-ft-spid-J79245409,,  Cdot Apartment,2.75 Crore,2100,2170,4 Bedrooms,3 Bathrooms,Pooja Room,"Cdot Apartment Sector 56, Gurgaon",5th   of 7 Floors,North-West,10+ Year Old,"['Sector metro station', 'Sector metro station', 'Sector 54 chowk metro station', 'Hong Kong Bazaar Mall', 'Sanatan Dharm Mandir', 'Radhakrishna Shani Mandir', 'Icici bank ATM', 'State bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Indusind bank ATM', 'pracksht hospital', 'Kriti Hospital', 'Surgicare Hospital Gurgaon', 'Anand Hospital Gurgaon', 'Arunodaya Deseret Eye Hospital', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Intellion Park', 'International Tech Park', 'HCG CNG Station', 'Heera Fuel Station', 'Hdfc bank and atm', 'State bank of india', 'Kotak mahindra bank', 'Indusind bank', 'Axis bank', 'Hdfc bank', 'Icici bank', 'Hdfc bank & atm', 'Hdfc bank', '222', 'Pizza Hut', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'IILM', 'Iilm University', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Suncity School', 'Unitech Business Park']","This lavish and spacious, semi furnished 4 bhk. With attached 3 bathrooms and big balconies for cross ventilation and natural lights available for sale in gated society, gurgaon. Big balconies offering views of the city & surrounds. Ideal choice of accommodation for those seeking to reside in a calm...","['4 Wardrobe', '5 Fan', '1 Exhaust Fan', '4 Geyser', '14 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Waste Disposal', 'Rain Water Harvesting']",J79245409
,"3 BHK Flatin Sector 56, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kiran-residency-sector-56-gurgaon-2300-sq-ft-spid-V79314863,,  Kiran Residency,2.25 Crore,2300,,3 Bedrooms,5 Bathrooms,"Pooja Room,Servant Room","Kiran Residency Sector 56, Gurgaon",5th   of 9 Floors,North-West,10+ Year Old,"['Sector metro station', 'Sector metro station', 'Sector 54 chowk metro station', 'Hong Kong Bazaar Mall', 'Radhakrishna Shani Mandir', 'Sanatan Dharm Mandir', 'Icici bank ATM', 'State bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Indusind bank ATM', 'pracksht hospital', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'Surgicare Hospital Gurgaon', 'Arunodaya Deseret Eye Hospital', 'Vatsalya Clinic', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Intellion Park', 'International Tech Park', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank and atm', 'Hdfc bank', 'State bank of india', 'Kotak mahindra bank', 'Indusind bank', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank & atm', '222', 'Pizza Hut', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'Madison and Pike', 'IILM', 'Iilm University', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Suncity School', 'Gurugram University', 'Unitech Business Park']","Welcome to your new home, a truly sunny and airy 3 bhk apartment that promises to brighten your every day. This apartment is bathed in natural light and designed to capture gentle breezes, ensuring a refreshing and cheerful atmosphere throughout. With large balconies providing stunning views of the ...","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Waste Disposal', 'Rain Water Harvesting']",,V79314863
,"3 BHK Flatin Sector 106, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-2002-sq-ft-spid-Y79518291,3.4,  Godrej Meridien,3.2 Crore,,2002,3 Bedrooms,4 Bathrooms,Servant Room,"Godrej Meridien Sector 106, Gurgaon",11st   of 34 Floors,,1 to 5 Year Old,"['Huda metro station', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Delhi Ajmer Expressway', 'Euro International School, Sector- 109', 'The NorthCap University', 'Dev Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Infinity Business Park', 'Hamoni Golf Camp', 'Tau DeviLal Sports Complex']","This 3 bhk flat is located in godrej meridien, which houses some of the most spacious flats in sector 106 gurgaon. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat is spread over a carpet area of 2002 sq.Ft. The flat has a total of 34 flo...","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Piped-gas', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']",,Y79518291
,"3 BHK Flatin Sector 92, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-sanskruti-sector-92-gurgaon-2120-sq-ft-spid-J79403067,4.1,  Bestech Park View Sanskruti,2.35 Crore,2120,1700,3 Bedrooms,4 Bathrooms,"Servant Room,Store Room","Bestech Park View Sanskruti Sector 92, Gurgaon",9th   of 19 Floors,North,1 to 5 Year Old,"['Sapphire 93 Mall', 'Dwarka Expressway', 'NH-8, Imt Manesar', 'Western Peripheral Expressway', 'RPS International School Sector 89', 'DPG Institute of Technology', 'Aarvy Healthcare Hospital', 'Indira Gandhi International Airport', 'Holiday Inn Sector 90', 'De Adventure Park', 'National Tennis Academy Sector 98']","3bhk plus servant for sale, 2120 sq ft with park and pool view. Full day sunlight is there.","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '3 Geyser', '10 Light', '5 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",J79403067
