,society,price,sector,pricePerSqft,propertyType,area,superbuilt,carpet,builtup,bedRooms,bathRooms,address,floorNum,facing,agePossesion,balcony,pooja room,servant room,study room,others,store room,furnishType,luxuryScore
1776,"  sector 41, gurgaon",5.74,sector 41,,house,,,,,4.0,4.0,"  sector 41, gurgaon",4.0,north-east,old property,3,0,1,0,0,0,2,56
1777,  ramprastha primera,1.55,sector 37,8732.39,flat,1775.0,1775.0,1153.75,1420.0,3.0,3.0,"Ramprastha Primera Sector 37D, Gurgaon",10.0,south-west,relatively new property,,0,0,0,0,0,2,165
1778,  adani m2k oyster grande,3.35,sector 102,12989.53,flat,2579.0,2579.0,1676.3500000000001,2063.2000000000003,3.0,3.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",1.0,north-east,relatively new property,,0,1,1,0,0,2,110
1779,  m3m woodshire,2.15,sector 107,9106.31,flat,2361.0,2361.0,1534.65,1888.8000000000002,3.0,4.0,"M3M Woodshire Sector 107, Gurgaon",9.0,north-west,relatively new property,,0,1,0,0,0,1,124
1780,  godrej nature plus serenity,1.75,sector 33,,flat,,,,,3.0,3.0,"Godrej Nature Plus Serenity Sector-33 Sohna, Gurgaon",16.0,north-east,new property,,0,0,0,0,0,2,221
1781,  bestech park view sanskruti,2.3,sector 92,11528.82,flat,1995.0,1995.0,1296.75,1596.0,3.0,4.0,"Bestech Park View Sanskruti Sector 92, Gurgaon",7.0,east,new property,,0,1,0,0,0,2,103
1782,  dlf new town heights 2,1.95,sector 86,10103.63,flat,1930.0,1930.0,1254.5,1544.0,3.0,3.0,"DLF New Town Heights 2 Sector 86, Gurgaon",16.0,north-west,relatively new property,,1,1,0,0,0,1,84
1783,  emaar mgf emerald floors premier,3.73,sector 65,,flat,,,,,4.0,4.0,"Emaar MGF Emerald Floors Premier Sector 65, Gurgaon",2.0,north-east,relatively new property,,0,1,1,0,0,1,135
1784,"  sector 40, gurgaon",5.6,sector 40,327485.38,house,171.0,222.3,145.35,171.0,5.0,5.0,"  sector 40, gurgaon",3.0,south-east,relatively new property,3+,1,0,1,0,1,2,105
1785,"  independent floor at dlf city, t block, dlf phase 3, gurgaon",8.49,sector 23,29852.32,house,2844.0,3697.2000000000003,2417.4,2844.0,6.0,6.0,"  independent floor at dlf city, t block, dlf phase 3, gurgaon",2.0,north-east,moderatly old property,3+,0,1,0,0,0,1,190
1786,"  tarc maceo, sector 91, gurgaon",3.7,sector 91,11451.56,house,3231.0,4038.75,2584.8,3231.0,3.0,4.0,"  tarc maceo, sector 91, gurgaon",12.0,east,relatively new property,3+,0,1,1,0,0,1,207
1787,  experion wdchants,6.1,sector 112,16210.47,flat,3763.0,3763.0,2445.9500000000003,3010.4,3.0,5.0,"Experion Windchants Sector 112, Gurgaon",19.0,north,relatively new property,,0,1,0,0,0,1,221
1788,  the close south,4.9,sector 50,16672.34,flat,2939.0,2939.0,2057.2999999999997,2498.15,4.0,5.0,"The Close South Nirvana Country, Gurgaon",6.0,north-west,moderatly old property,,0,1,0,1,0,1,221
1789,"  sector 4, gurgaon",3.25,sector 4,203125.0,house,160.0,208.0,136.0,160.0,4.0,4.0,"  sector 4, gurgaon",2.0,south-west,old property,2,1,0,0,0,0,1,22
1790,"  dlf city plots phase 4, dlf phase 4, gurgaon",12.5,sector 28,347222.22,house,360.0,468.0,306.0,360.0,13.0,14.0,"  dlf city plots phase 4, dlf phase 4, gurgaon",2.0,west,moderatly old property,3+,1,1,1,1,0,1,63
1791,"  sector 4, gurgaon",6.5,sector 4,130000.0,house,500.0,650.0,425.0,500.0,4.0,4.0,"  sector 4, gurgaon",2.0,na,moderatly old property,2,0,0,0,0,0,2,91
1792,  vatika the seven lamps,1.54,sector 82,10769.23,flat,1430.0,1430.0,858.0,1072.5,2.0,2.0,"Vatika The Seven Lamps Sector 82, Gurgaon",8.0,south,relatively new property,,0,0,1,0,0,1,146
1793,  dlf belvedere towers,4.6,sector 25,,flat,,,,,4.0,4.0,"DLF Belvedere Towers DLF Phase 2, Gurgaon",10.0,west,old property,,0,1,0,0,0,2,132
1794,  dlf the crest,17.0,sector 54,54557.12,flat,3116.0,3116.0,2181.2,2648.6,4.0,4.0,"DLF The Crest Sector 54, Gurgaon",24.0,north-east,relatively new property,,0,1,1,0,1,0,194
1795,  m3m merl,5.9,sector 67,18706.4,flat,3154.0,3154.0,2207.7999999999997,2680.9,4.0,5.0,"M3M Merlin Sector 67, Gurgaon",5.0,east,relatively new property,,1,1,1,1,0,0,221
1796,"  block b rajendra park, gurgaon",2.4,sector 105,13333.33,house,1800.0,2340.0,1530.0,1800.0,15.0,5.0,"  block b rajendra park, gurgaon",2.0,south,moderatly old property,2,1,1,1,0,1,2,43
1797,"  block j pocket c palam vihar, gurgaon",8.3,block j pocket c sector 1,159615.38,house,520.0,676.0,442.0,520.0,5.0,6.0,"  block j pocket c palam vihar, gurgaon",3.0,east,new property,2,1,1,1,0,1,1,127
1798,  rwa vigyan vihar sector 56 gurgaon,3.0,sector 56,13636.36,flat,2200.0,2200.0,1430.0,1760.0,3.0,3.0,"Rwa vigyan vihar sector 56 Gurgaon Sector 56, Gurgaon",2.0,south,moderatly old property,,0,0,1,0,0,1,148
1799,"  national media centre, dlf phase 3, gurgaon",7.1,sector 23,300847.46,house,236.0,306.8,200.6,236.0,5.0,5.0,"  national media centre, dlf phase 3, gurgaon",2.0,north-east,moderatly old property,2,0,1,0,0,0,1,63
1800,"  dlf phase 2, gurgaon",11.5,sector 25,383333.33,house,300.0,390.0,255.0,300.0,5.0,7.0,"  dlf phase 2, gurgaon",4.0,north-east,moderatly old property,3+,1,1,0,0,1,2,190
1801,  imperia the esfera,1.55,sector 37,8539.94,flat,1815.0,1815.0,1179.75,1452.0,3.0,3.0,"Imperia The Esfera Sector 37C, Gurgaon",9.0,west,relatively new property,,0,1,0,0,0,2,103
1802,"  ansals palam vihar, palam vihar, gurgaon",3.5,sector 1,202312.14,house,173.0,207.6,129.75,173.0,2.0,2.0,"  ansals palam vihar, palam vihar, gurgaon",1.0,south,old property,0,0,0,0,1,0,2,10
1803,  sare crescent parc,1.56,sector 92,8210.53,flat,1900.0,1900.0,1330.0,1615.0,4.0,3.0,"Sare Crescent Parc Sector 92, Gurgaon",2.0,east,relatively new property,,1,0,0,0,0,2,88
1804,  dlf regency park 2,3.65,sector 28,21726.19,flat,1680.0,1680.0,1092.0,1344.0,3.0,3.0,"DLF Regency Park 2 DLF Phase 4, Gurgaon",6.0,south-east,old property,,0,1,0,0,0,2,103
1805,  dlf new town heights 2,2.5,sector 86,10611.21,flat,2356.0,2356.0,1649.1999999999998,2002.6,4.0,4.0,"DLF New Town Heights 2 Sector 86, Gurgaon",6.0,north,moderatly old property,,0,0,0,0,0,2,143
1806,  dlf the skycourt,2.25,sector 86,11664.07,flat,1929.0,1929.0,1253.8500000000001,1543.2,3.0,3.0,"DLF The Skycourt Sector 86, Gurgaon",7.0,west,relatively new property,,0,0,0,1,0,1,87
1807,  dlf the pnacle,13.0,sector 54,32671.53,flat,3979.0,3979.0,2785.2999999999997,3382.15,4.0,5.0,"DLF The Pinnacle DLF Phase 5, Gurgaon",8.0,east,old property,,0,1,0,0,0,0,179
1808,  dlf regency park 2,3.5,sector 28,20833.33,flat,1680.0,1680.0,1092.0,1344.0,3.0,3.0,"DLF Regency Park 2 DLF Phase 4, Gurgaon",5.0,north-east,relatively new property,,0,1,0,0,0,1,103
1809,  ireo the corridors,1.95,sector 67,13131.31,flat,1485.0,1485.0,891.0,1113.75,2.0,2.0,"Ireo The Corridors Sector 67A, Gurgaon",8.0,south,relatively new property,,0,0,1,0,0,2,130
1810,  m3m heights,3.47,sector 65,,flat,,,,,3.0,3.0,"M3M Heights Sector 65, Gurgaon",23.0,north-east,new property,,0,0,0,0,0,1,153
1811,"  sector 43 gurgaon,, sector 43, gurgaon",5.0,sector 43,55555.56,house,900.0,1170.0,765.0,900.0,6.0,6.0,"  sector 43 gurgaon,, sector 43, gurgaon",4.0,north,relatively new property,3+,1,0,1,0,1,1,137
1812,  mapsko royale ville,3.25,sector 82,9285.71,flat,3500.0,3500.0,2450.0,2975.0,4.0,6.0,"Mapsko Royale Ville Sector 82, Gurgaon",2.0,west,relatively new property,,0,1,0,0,0,1,221
1813,"  emaar mgf marbella, sector 66, gurgaon",10.49,sector 66,,house,,,,,5.0,5.0,"  emaar mgf marbella, sector 66, gurgaon",3.0,north-east,relatively new property,3+,1,1,0,0,1,2,207
1814,  dlf new town heights 2,2.6,sector 86,10998.31,flat,2364.0,2364.0,1654.8,2009.3999999999999,4.0,4.0,"DLF New Town Heights 2 Sector 86, Gurgaon",14.0,east,moderatly old property,,1,1,0,0,0,1,221
1815,  sobha city,3.9,sector 108,19470.79,flat,2003.0,2003.0,1301.95,1602.4,3.0,4.0,"Sobha City Sector 108, Gurgaon",8.0,north-east,relatively new property,,0,0,0,0,0,2,211
1816,  indiabulls enigma,8.0,sector 110,10767.16,flat,7430.0,7430.0,5201.0,6315.5,5.0,7.0,"Indiabulls Enigma Sector 110, Gurgaon",14.0,east,relatively new property,,0,1,0,0,0,2,204
1817,"  anant raj estates, sector 63a, gurgaon",12.0,sector 63,400000.0,house,300.0,390.0,255.0,300.0,5.0,6.0,"  anant raj estates, sector 63a, gurgaon",3.0,north,new property,3,1,1,0,0,0,0,104
1818,  ireo victory valley,5.06,sector 67,20023.74,flat,2527.0,2527.0,1642.55,2021.6000000000001,3.0,3.0,"Ireo Victory Valley Sector 67, Gurgaon",4.0,east,relatively new property,,0,1,0,0,0,1,194
1819,"  corner green belt kothi, dlf phase 1, gurgaon",15.0,sector 26,40760.87,house,3680.0,4784.0,3128.0,3680.0,6.0,7.0,"  corner green belt kothi, dlf phase 1, gurgaon",3.0,north-east,relatively new property,3+,1,1,1,1,0,1,63
1820,  godrej habitat,2.1,sector 3,10105.87,flat,2078.0,2078.0,1350.7,1662.4,3.0,3.0,"Godrej Habitat Sector 3, Gurgaon",7.0,east,new property,,0,0,0,0,1,2,221
1821,  adani m2k oyster grande,3.22,sector 102,12485.46,flat,2579.0,2579.0,1676.3500000000001,2063.2000000000003,3.0,3.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",7.0,east,relatively new property,,0,1,1,0,0,1,204
1822,"  sushant lok 2,sector 55, gurgaon",4.8,sector 55,266666.67,house,180.0,234.0,153.0,180.0,6.0,6.0,"  sushant lok 2,sector 55, gurgaon",3.0,north-east,old property,3+,1,0,1,0,0,2,76
1823,"  vipul world, sector 48, gurgaon",8.5,sector 48,257575.76,house,330.0,429.0,280.5,330.0,20.0,20.0,"  vipul world, sector 48, gurgaon",4.0,north,new property,3+,0,0,0,1,0,1,63
1824,  emaar mgf emerald floors premier,3.05,sector 65,,flat,,,,,3.0,3.0,"Emaar MGF Emerald Floors Premier Sector 65, Gurgaon",4.0,east,moderatly old property,,0,1,1,0,0,2,52
1825,"  ardee city, sector 52, gurgaon",4.65,sector 52,294303.8,house,158.0,205.4,134.29999999999998,158.0,9.0,6.0,"  ardee city, sector 52, gurgaon",3.0,east,relatively new property,3+,1,1,1,1,0,1,57
1826,  conscient elevate,8.75,sector 59,25773.2,flat,3395.0,3395.0,2376.5,2885.75,4.0,4.0,"Conscient Elevate Sector 59, Gurgaon",5.0,north-east,relatively new property,,0,1,0,0,0,1,162
1827,  unitech fresco,2.7,pocket i sector 50,14876.03,flat,1815.0,1815.0,1179.75,1452.0,3.0,3.0,"Unitech Fresco Pocket I Nirvana Country, Gurgaon",10.0,north,relatively new property,,0,1,0,0,0,0,221
1828,"  international city by sobha phase 2, sector 109, gurgaon",9.25,sector 109,342592.59,house,270.0,351.0,229.5,270.0,5.0,5.0,"  international city by sobha phase 2, sector 109, gurgaon",2.0,east,relatively new property,3+,0,1,0,0,0,2,76
1829,"  smart world orchard, sector 61, gurgaon",2.44,sector 61,,house,,,,,3.0,3.0,"  smart world orchard, sector 61, gurgaon",4.0,south-east,new property,3,1,1,1,1,0,1,63
1830,  ats tourmale,2.08,sector 109,11885.71,flat,1750.0,1750.0,1137.5,1400.0,3.0,3.0,"ATS Tourmaline Sector 109, Gurgaon",10.0,north-east,relatively new property,,1,0,0,0,0,1,221
1831,"  sushant lok phase 1, gurgaon",10.15,sector 43,,house,,,,,5.0,6.0,"  sushant lok phase 1, gurgaon",3.0,north-east,relatively new property,3,1,1,0,0,1,1,190
1832,"  unitech aspen greens, nirvana country, gurgaon",17.0,sector 50,52469.14,house,3240.0,4212.0,2754.0,3240.0,4.0,4.0,"  unitech aspen greens, nirvana country, gurgaon",1.0,south-east,relatively new property,2,0,1,1,1,0,1,151
1833,  tulip purple,2.79,sector 69,11625.0,flat,2400.0,2400.0,1680.0,2040.0,4.0,5.0,"Tulip Purple Sector 69, Gurgaon",10.0,north-east,relatively new property,,0,1,0,0,0,2,148
1834,  ss the coralwood,2.5,sector 84,11111.11,flat,2250.0,2250.0,1462.5,1800.0,3.0,3.0,"SS The Coralwood Sector 84, Gurgaon",15.0,north-east,relatively new property,,0,1,0,0,0,2,103
1835,  awho sispal vihar,2.75,sector 49,,flat,,,,,4.0,3.0,"AWHO Sispal Vihar Sector 49, Gurgaon",3.0,east,moderatly old property,,1,0,0,0,0,2,94
1836,"  malibu town, gurgaon",15.5,sector 47,,house,,,,,6.0,7.0,"  malibu town, gurgaon",3.0,north-west,relatively new property,3,1,1,1,0,1,2,199
1837,"  sector 4, gurgaon",4.15,sector 4,166000.0,house,250.0,325.0,212.5,250.0,4.0,3.0,"  sector 4, gurgaon",2.0,north,old property,2,1,0,0,0,0,1,15
1838,"  bestech park view ananda exclusive villas, sector 81, gurgaon",8.5,sector 81,15510.95,house,5480.0,7124.0,4658.0,5480.0,5.0,6.0,"  bestech park view ananda exclusive villas, sector 81, gurgaon",3.0,na,moderatly old property,3+,1,1,1,1,0,1,53
1839,"  unitech deerwood chase, pocket h nirvana country, gurgaon",9.5,sector 50,395833.33,house,240.0,312.0,204.0,240.0,4.0,4.0,"  unitech deerwood chase, pocket h nirvana country, gurgaon",2.0,west,old property,3+,0,1,0,0,0,1,123
1840,  pareena coban residences,2.0,sector 99,10015.02,flat,1997.0,1997.0,1298.05,1597.6000000000001,3.0,5.0,"Pareena Coban Residences Sector 99A, Gurgaon",8.0,north-east,relatively new property,,0,1,0,0,0,1,203
1841,"  vipul tatvam villa, sector 48, gurgaon",14.77,sector 48,295400.0,house,500.0,650.0,425.0,500.0,4.0,5.0,"  vipul tatvam villa, sector 48, gurgaon",2.0,south,moderatly old property,3+,1,1,0,0,0,1,63
1842,  bestech park view ananda,2.2,sector 81,12154.7,flat,1810.0,1810.0,1176.5,1448.0,3.0,3.0,"Bestech Park View Ananda Sector 81, Gurgaon",5.0,south-west,moderatly old property,,1,0,0,0,0,1,207
1843,"  rwa sector 43, sector 43, gurgaon",3.5,sector 43,64814.81,house,540.0,702.0,459.0,540.0,4.0,4.0,"  rwa sector 43, sector 43, gurgaon",4.0,north-east,new property,3+,1,0,1,0,0,0,149
1844,"  a block sushant lok phase 1, gurgaon",25.0,sector 43,307503.08,house,813.0,1056.9,691.05,813.0,11.0,11.0,"  a block sushant lok phase 1, gurgaon",2.0,na,moderatly old property,3+,1,1,1,0,1,1,35
1845,"  vipul tatvam villa, sector 48, gurgaon",20.0,sector 48,29629.63,house,6750.0,8775.0,5737.5,6750.0,5.0,6.0,"  vipul tatvam villa, sector 48, gurgaon",3.0,north-east,moderatly old property,3+,1,1,1,0,0,1,198
1846,"  v block dlf phase 3, gurgaon",12.0,sector 23,379746.84,house,316.0,410.8,268.59999999999997,316.0,5.0,5.0,"  v block dlf phase 3, gurgaon",2.0,south-west,old property,3+,1,1,1,0,1,2,66
1847,  m3m flora,1.6,sector 68,12598.43,flat,1270.0,1270.0,762.0,952.5,2.0,2.0,"M3M Flora Sector 68, Gurgaon",13.0,east,new property,,0,0,0,0,0,2,166
1848,  pareena mi casa,2.5,sector 68,12506.25,flat,1999.0,1999.0,1299.3500000000001,1599.2,3.0,4.0,"Pareena Mi Casa Sector 68, Gurgaon",11.0,north-east,relatively new property,,0,1,0,0,0,2,213
1849,"  sector 14, gurgaon",6.75,sector 14,231164.38,house,292.0,379.6,248.2,292.0,5.0,5.0,"  sector 14, gurgaon",2.0,south-east,old property,3,1,1,1,0,1,1,120
1850,"  sector 57, gurgaon",8.0,sector 57,391178.92,house,204.51,255.6375,163.608,204.51,3.0,3.0,"  sector 57, gurgaon",2.0,north,relatively new property,2,1,1,1,0,1,1,90
1851,"  dlf phase 2, gurgaon",14.34,sector 25,358500.0,house,400.0,520.0,340.0,400.0,5.0,6.0,"  dlf phase 2, gurgaon",3.0,north-east,relatively new property,3,1,1,0,0,1,1,199
1852,"  ansals palam vihar, palam vihar, gurgaon",7.5,sector 1,277777.78,house,270.0,351.0,229.5,270.0,6.0,5.0,"  ansals palam vihar, palam vihar, gurgaon",3.0,east,old property,3+,0,0,0,0,0,1,47
1853,  m3m heights,3.35,sector 65,18326.04,flat,1828.0,1828.0,1188.2,1462.4,3.0,3.0,"M3M Heights Sector 65, Gurgaon",15.0,north,relatively new property,,0,0,1,0,0,1,221
1854,"  south city 1, gurgaon",9.9,sector 41,,house,,,,,5.0,7.0,"  south city 1, gurgaon",3.0,north-east,relatively new property,3,1,1,1,0,1,1,199
1855,  pareena coban residences,2.45,sector 99,10416.67,flat,2352.0,2352.0,1646.3999999999999,1999.2,4.0,5.0,"Pareena Coban Residences Sector 99A, Gurgaon",3.0,north,new property,,0,1,0,0,0,1,185
1856,"  sector 55, gurgaon",2.3,sector 55,383333.33,house,60.0,78.0,51.0,60.0,4.0,4.0,"  sector 55, gurgaon",4.0,east,moderatly old property,3+,0,0,0,1,0,2,45
1857,  m3m woodshire,1.23,sector 107,9004.39,flat,1366.0,1366.0,819.6,1024.5,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",1.0,south,relatively new property,,1,0,0,0,0,2,221
1858,"  dlf city plots phase 3, t block, dlf phase 3, gurgaon",8.41,sector 23,29571.03,house,2844.0,3697.2000000000003,2417.4,2844.0,6.0,6.0,"  dlf city plots phase 3, t block, dlf phase 3, gurgaon",3.0,north-east,moderatly old property,3+,0,1,0,0,0,1,160
1859,  microtek greenburg,3.55,sector 86,15536.11,flat,2285.0,2285.0,1485.25,1828.0,3.0,4.0,"Microtek Greenburg Sector 86, Gurgaon",8.0,north-east,relatively new property,,0,1,0,0,0,1,158
1860,"  sector 46, gurgaon",3.8,sector 46,40425.53,house,940.0,1222.0,799.0,940.0,6.0,12.0,"  sector 46, gurgaon",3.0,east,relatively new property,3+,1,0,0,0,0,1,181
1861,"  sector 46, gurgaon",4.9,sector 46,304347.83,house,161.0,209.3,136.85,161.0,5.0,5.0,"  sector 46, gurgaon",3.0,north,relatively new property,3+,0,0,0,0,1,1,112
1862,"  sector 39, gurgaon",9.0,sector 39,257142.86,house,350.0,455.0,297.5,350.0,10.0,10.0,"  sector 39, gurgaon",3.0,south-east,relatively new property,3,1,0,1,0,0,1,35
1863,"  huda flats, sushant lok 3 extension, gurgaon",8.95,sector 57,26756.35,house,3345.0,4348.5,2843.25,3345.0,5.0,6.0,"  huda flats, sushant lok 3 extension, gurgaon",2.0,east,relatively new property,3,1,1,1,1,0,0,183
1864,  emaar mgf emerald floors premier,3.8,sector 65,23030.3,flat,1650.0,1650.0,1155.0,1402.5,4.0,4.0,"Emaar MGF Emerald Floors Premier Sector 65, Gurgaon",1.0,east,relatively new property,,0,1,0,0,0,1,169
1865,"  u block dlf phase 3, gurgaon",2.25,sector 23,375000.0,house,60.0,72.0,45.0,60.0,2.0,2.0,"  u block dlf phase 3, gurgaon",2.0,east,old property,2,0,0,0,0,0,2,7
1866,"  duplex kothi , suncity, gurgaon",11.75,sector 54,47302.74,house,2484.0,3229.2000000000003,2111.4,2484.0,5.0,5.0,"  duplex kothi , suncity, gurgaon",2.0,north-east,relatively new property,2,1,1,1,0,0,1,160
1867,"  dlf phase 1, gurgaon",19.0,sector 26,378486.06,house,502.0,652.6,426.7,502.0,4.0,4.0,"  dlf phase 1, gurgaon",2.0,north-east,old property,3+,1,1,1,1,0,1,63
1868,  m3m polo suites,12.75,sector 65,25525.53,flat,4995.0,4995.0,3496.5,4245.75,4.0,6.0,"M3M Polo Suites Sector 65, Gurgaon",12.0,west,relatively new property,,1,1,0,0,0,1,173
1869,"  birla navya, sector 63a, gurgaon",3.85,sector 63,110000.0,house,350.0,437.5,280.0,350.0,3.0,3.0,"  birla navya, sector 63a, gurgaon",4.0,east,new property,3,0,1,0,0,0,1,160
1870,  microtek greenburg,4.55,sector 86,14869.28,flat,3060.0,3060.0,2142.0,2601.0,4.0,5.0,"Microtek Greenburg Sector 86, Gurgaon",6.0,west,relatively new property,,0,1,0,0,0,1,212
1871,  microtek greenburg,3.45,sector 86,15098.47,flat,2285.0,2285.0,1485.25,1828.0,3.0,4.0,"Microtek Greenburg Sector 86, Gurgaon",3.0,west,relatively new property,,0,1,0,0,0,2,194
1872,"  block c, sushant lok phase 1, gurgaon",9.99,sector 43,333000.0,house,300.0,390.0,255.0,300.0,7.0,7.0,"  block c, sushant lok phase 1, gurgaon",3.0,south,moderatly old property,3+,1,1,0,0,1,1,69
1873,  central park resorts,3.85,sector 48,27150.92,flat,1418.0,1418.0,850.8,1063.5,2.0,2.0,"Central Park Resorts Sector 48, Gurgaon",10.0,east,moderatly old property,,0,0,0,0,1,2,160
1874,  bestech park view sanskruti,2.35,sector 92,11084.91,flat,2120.0,2120.0,1378.0,1696.0,3.0,4.0,"Bestech Park View Sanskruti Sector 92, Gurgaon",9.0,north,relatively new property,,0,1,0,0,1,1,201
1875,  bptp freedom park life,3.6,sector 57,13915.73,flat,2587.0,2587.0,1681.55,2069.6,3.0,4.0,"BPTP Freedom Park Life Sector 57, Gurgaon",3.0,north-east,old property,,0,1,1,0,0,0,180
1876,"  unitech greenwood city, sector 45, gurgaon",23.5,sector 45,470000.0,house,500.0,650.0,425.0,500.0,16.0,20.0,"  unitech greenwood city, sector 45, gurgaon",4.0,north-west,new property,3+,1,1,1,1,0,0,181
1877,"  sector 7, gurgaon",4.25,sector 7,170000.0,house,250.0,325.0,212.5,250.0,5.0,5.0,"  sector 7, gurgaon",1.0,north-east,relatively new property,3+,0,0,1,0,0,1,73
1878,  m3m golfestate,6.2,sector 65,20812.35,flat,2979.0,2979.0,1936.3500000000001,2383.2000000000003,3.0,3.0,"M3M Golfestate Sector 65, Gurgaon",19.0,north-east,relatively new property,,0,1,1,0,0,2,146
1879,"  bptp visionnaire, sector 70a, gurgaon",7.45,sector 70,,house,,,,,4.0,4.0,"  bptp visionnaire, sector 70a, gurgaon",3.0,north-west,relatively new property,3+,1,1,1,0,1,1,207
1880,  unitech harmony,3.55,sector 50,13094.8,flat,2711.0,2711.0,1762.15,2168.8,3.0,4.0,"Unitech Harmony Nirvana Country, Gurgaon",12.0,north,moderatly old property,,1,1,0,1,0,1,221
1881,  unitech fresco,2.82,sector 50,15023.97,flat,1877.0,1877.0,1220.05,1501.6000000000001,3.0,4.0,"Unitech Fresco Nirvana Country, Gurgaon",11.0,east,moderatly old property,,0,1,0,0,0,1,221
1882,  smart world gems,1.16,sector 89,10516.77,flat,1103.0,1103.0,661.8,827.25,2.0,2.0,"Smart World Gems Sector 89, Gurgaon",3.0,north-east,new property,,0,0,1,0,0,2,221
1883,"  all punjabi welfare association, sector 23, gurgaon",5.7,sector 23,216730.04,house,263.0,328.75,210.4,263.0,3.0,3.0,"  all punjabi welfare association, sector 23, gurgaon",1.0,north,old property,2,1,0,0,0,0,2,113
1884,  ats tourmale,2.5,sector 109,11627.91,flat,2150.0,2150.0,1397.5,1720.0,3.0,4.0,"ATS Tourmaline Sector 109, Gurgaon",9.0,north,relatively new property,,0,1,0,0,0,1,69
1885,  emaar gurgaon greens,1.95,sector 102,11818.18,flat,1650.0,1650.0,1072.5,1320.0,3.0,3.0,"Emaar Gurgaon Greens Sector 102, Gurgaon",12.0,north-west,moderatly old property,,0,0,0,0,0,1,137
1886,  antriksh heights,1.1,sector 84,8148.15,flat,1350.0,1350.0,810.0,1012.5,2.0,2.0,"Antriksh Heights Sector 84, Gurgaon",10.0,east,relatively new property,,0,0,1,0,0,2,75
1887,  tulip purple,2.64,sector 69,11000.0,flat,2400.0,2400.0,1680.0,2040.0,4.0,5.0,"Tulip Purple Sector 69, Gurgaon",12.0,north-east,moderatly old property,,0,1,0,0,0,2,221
1888,  m3m heights,3.75,sector 65,18712.57,flat,2004.0,2004.0,1302.6000000000001,1603.2,3.0,3.0,"M3M Heights Sector 65, Gurgaon",25.0,north,new property,,0,1,0,0,0,2,68
